description	*Category	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Reroll - Rainbow Facet		1				100	15	291	100		2	Z01	jew,uni						useitem				GB-Total			-100	-100																					jew,uni	99																																																									0
Create Endless Books + Keys		1				100					1	y66							tbk	99																												ibk	99																												key	99																												0
Remove RamGift Quantity		1				100	15	70	100		1	Rgx							Rgx,qty=99																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	99		1	Rgx							Rgx,qty=98																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	98		1	Rgx							Rgx,qty=97																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	97		1	Rgx							Rgx,qty=96																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	96		1	Rgx							Rgx,qty=95																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	95		1	Rgx							Rgx,qty=94																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	94		1	Rgx							Rgx,qty=93																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	93		1	Rgx							Rgx,qty=92																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	92		1	Rgx							Rgx,qty=91																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	91		1	Rgx							Rgx,qty=90																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	90		1	Rgx							Rgx,qty=89																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	89		1	Rgx							Rgx,qty=88																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	88		1	Rgx							Rgx,qty=87																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	87		1	Rgx							Rgx,qty=86																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	86		1	Rgx							Rgx,qty=85																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	85		1	Rgx							Rgx,qty=84																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	84		1	Rgx							Rgx,qty=83																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	83		1	Rgx							Rgx,qty=82																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	82		1	Rgx							Rgx,qty=81																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	81		1	Rgx							Rgx,qty=80																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	80		1	Rgx							Rgx,qty=79																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	79		1	Rgx							Rgx,qty=78																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	78		1	Rgx							Rgx,qty=77																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	77		1	Rgx							Rgx,qty=76																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	76		1	Rgx							Rgx,qty=75																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	75		1	Rgx							Rgx,qty=74																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	74		1	Rgx							Rgx,qty=73																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	73		1	Rgx							Rgx,qty=72																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	72		1	Rgx							Rgx,qty=71																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	71		1	Rgx							Rgx,qty=70																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	70		1	Rgx							Rgx,qty=69																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	69		1	Rgx							Rgx,qty=68																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	68		1	Rgx							Rgx,qty=67																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	67		1	Rgx							Rgx,qty=66																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	66		1	Rgx							Rgx,qty=65																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	65		1	Rgx							Rgx,qty=64																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	64		1	Rgx							Rgx,qty=63																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	63		1	Rgx							Rgx,qty=62																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	62		1	Rgx							Rgx,qty=61																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	61		1	Rgx							Rgx,qty=60																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	60		1	Rgx							Rgx,qty=59																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	59		1	Rgx							Rgx,qty=58																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	58		1	Rgx							Rgx,qty=57																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	57		1	Rgx							Rgx,qty=56																													Rgx,qty=1																																																										0
